text,iab_label,confidence
iphone 6 allegedly display leaked foxconn photos,IAB19 Technology & Computing,0.19
aereo launches advocacy site,IAB24 Uncategorized,0.12
review muppets wanted kermit miss piggy tina fey ricky gervais,IAB1 Arts & Entertainment,0.17
northern california needs metropolitan water district,IAB12 News,0.17
reevaluating gilead sciences selloff,IAB15 Science,0.61
us new home sales surge,IAB21 Real Estate,0.37
lunar reconnaissance orbiter produces new earthrise image,IAB15 Science,0.23
ireland fyffes agrees merger chiquita,IAB18 Style & Fashion,0.09
double mastectomy unnecessary women reports new study,IAB12 News,0.4
colorado pot holiday tries go mainstream newson6com tulsa ok,IAB12 News,0.27
samsung magic stays latest galaxy s5,IAB19 Technology & Computing,0.37
royal spoof faux wanna marry prince harry tv show,IAB1 Arts & Entertainment,0.18
charlie sheen trashes rihanna twitter rant,IAB12 News,0.13
kiefer sutherland responds freddie prinze jr claims unprofessionalism,IAB12 News,0.12
microsoft demos realtime skype translator works fly,IAB19 Technology & Computing,0.36
frances bean cobain lana del rey dont waste life romanticize death,IAB12 News,0.1
billy bob thornton says didnt worry fargo character lorne malvos,IAB1 Arts & Entertainment,0.15
facebook open china office remain censored,IAB24 Uncategorized,0.54
major cellphone makers carriers agree install kill switch 2015,IAB3 Business,0.16
kim kardashian finally gets vogue cover,IAB18 Style & Fashion,0.24
nintendo planning new hardware specifically emerging markets,IAB12 News,0.17
ipoviewcandy crush brings ipo market back earth,IAB19 Technology & Computing,0.13
watch michael fassbender jennifer lawrence final xmen days,IAB1 Arts & Entertainment,0.42
bitcoins reason fearful miner takeover,IAB24 Uncategorized,0.14
elizabeth olsen engaged reports,IAB12 News,0.24
google shows number times content viewed,IAB12 News,0.06
celebrities read mean tweets,IAB1 Arts & Entertainment,0.27
cbs outdoor seeks buy small rivals 560 million ipo 2,IAB12 News,0.16
industry briefs,IAB3 Business,0.3
channing tatum meets xmen producer playing gambit,IAB1 Arts & Entertainment,0.4
yahoo reportedly planning original web tv shows,IAB12 News,0.28
good grief charlie brown gets 3d treatment,IAB1 Arts & Entertainment,0.16
sp could remove russian equities indices,IAB15 Science,0.33
idol winner scotty mccreery robbed gunpoint home invasion,IAB1 Arts & Entertainment,0.32
tarantino declares death cinema cannes,IAB24 Uncategorized,0.11
kristen steward drops snow white huntsman sequel,IAB1 Arts & Entertainment,0.17
beyonce jay z coheadline summer tour starting miami june,IAB20 Travel,0.3
creationists demand airtime cosmos sake scientific balance,IAB15 Science,0.43
adrienne bailon defends rob kardashian comments kim calls,IAB12 News,0.14
selena gomez gets moody instagram,IAB1 Arts & Entertainment,0.13
walmart slash iphone 5c 5s prices 29 99 friday,IAB22 Shopping,0.24
mtv video music awards 2014 return los angeles,IAB1 Arts & Entertainment,0.28
reynolds american posts upbeat q2 profit misses revenue view,IAB3 Business,0.29
mark ruffalo brings depth normal heart,IAB6 Family & Parenting,0.1
google inc googl barnes noble inc bks compete amazon,IAB3 Business,0.49
apple offering free battery replacement select iphone 5 units,IAB19 Technology & Computing,0.29
tiny diamond implies oceans water hidden deep inside earth,IAB15 Science,0.27
prime musics clunky interface make customers feel home says,IAB6 Family & Parenting,0.09
mystery solved heat volcanoes helped species survive ice ages,IAB24 Uncategorized,0.27
respawns titanfall set launch,IAB24 Uncategorized,0.1
iphone 6 earbuds ship heart rate sensors ibeacon technology rumor,IAB19 Technology & Computing,0.28
nintendo might reveal new hardware coming e3 2014 really,IAB12 News,0.28
steady health care signups may miss admin goal,IAB12 News,0.21
blogger refuses cover realities weight loss photo,IAB24 Uncategorized,0.31
dollar general discounted ceo prepares retire,IAB3 Business,0.18
apple acquire radio curating service swell 30 million report,IAB3 Business,0.16
thousands protest higher wages mcdonalds company shareholder,IAB3 Business,0.41
walmart jumps money transfer,IAB3 Business,0.53
watch robocop online full movie 2014 free director jaume colletserra film,IAB1 Arts & Entertainment,0.16
disney revs 3rd cars movie,IAB2 Automotive,0.33
walking dead promotes three stars series regulars,IAB24 Uncategorized,0.11
iris scanner coming samsungs galaxy note 4 well see soon enough,IAB19 Technology & Computing,0.37
loonie rises burger king buys tim horton,IAB8 Food & Drink,0.42
spencer promoted head xbox,IAB17 Sports,0.55
external global vision bunkers bv,IAB3 Business,0.13
saudi arabia sees 11 new mers cases virus sweeps mecca,IAB12 News,0.19
google upgrades glass headset ram,IAB19 Technology & Computing,0.33
google searches reveal opinions global warming unaffected public rows,IAB24 Uncategorized,0.15
zac efron michelle rodriguez dating pair photographed kissing,IAB12 News,0.21
lana del rey frances bean cobains firing line,IAB17 Sports,0.09
alisters hit red carpet nyc met gala,IAB1 Arts & Entertainment,0.17
unemployment rates fall 21 us states last month,IAB12 News,0.18
russian tycoon told pay 45 billion record swiss divorce,IAB3 Business,0.31
missing 200000 bitcoins found bankrupt mt gox electronic wallets,IAB13 Personal Finance,0.19
four ds mosquito bites cancooker patented outdoor,IAB20 Travel,0.09
911 museum opening spurs mixed feelings,IAB24 Uncategorized,0.24
turkey blocks twitter march 2014,IAB12 News,0.11
trailer released woody allens magic moonlight,IAB20 Travel,0.31
blackberry rises posting significantly lower expected loss bbry,IAB3 Business,0.46
mia sued nfl 166 million super bowl middle finger,IAB17 Sports,0.79
nasa needs ideas asteroidcapture planning,IAB15 Science,0.25
father grooms father bride trequal feature gay couple,IAB6 Family & Parenting,0.23
larry kramers normal heart paints outrage thats still relevant,IAB12 News,0.14
proteinrich diet may lower stroke risk,IAB15 Science,0.15
truliazillow merger could put squeeze real,IAB3 Business,0.12
japanese girl group akb48 attacked sawwielding man,IAB1 Arts & Entertainment,0.29
spencer youve got sell console sell kinect,IAB19 Technology & Computing,0.46
potato salad kickstarter sprouts 8700,IAB8 Food & Drink,0.38
vitamin boost provided super banana,IAB8 Food & Drink,0.25
st patricks day recipes celebrate irish dishes featuring modern twists,IAB8 Food & Drink,0.21
check first glimpse batman vs supermans batmobile,IAB17 Sports,0.39
pharrell wore headdress elle uk cover native americans,IAB1 Arts & Entertainment,0.3
google translate get incredible new features,IAB24 Uncategorized,0.07
aolcom article kardashiankanye wed florence fortress,IAB12 News,0.22
still recalls gm,IAB6 Family & Parenting,0.16
sdks lumia imaging sensorcore available,IAB15 Science,0.13
kunis expecting first child fiance kutcher,IAB6 Family & Parenting,0.67
buzz aldrin neil armstrong told parking moon,IAB12 News,0.27
microsofts realtime skype language translator could first real,IAB19 Technology & Computing,0.29
fitch revises outlook angola stable affirms bb,IAB3 Business,0.46
two members one direction,IAB20 Travel,0.12
mh370 pings black box report,IAB20 Travel,0.11
applications unemployment benefits increase,IAB12 News,0.17
10 times mentally ill americans jail treatment centers,IAB12 News,0.15
watch rare goblin shark caught florida keys,IAB12 News,0.15
et top 5 5 things know shailene woodley,IAB12 News,0.21
collapse west antarctic ice sheet unstoppable studies,IAB15 Science,0.4
microsoft end support windows xp tuesday,IAB19 Technology & Computing,0.24
yahoo still set get value alibaba ipo,IAB3 Business,0.22
millions exposed half billion pounds wasted zero evidence story tamiflu,IAB12 News,0.2
white house decrees medicare advantage cuts disappear,"IAB11 Law, Gov’t & Politics",0.32
leak 9inch htc volantis could next nexus tablet,IAB19 Technology & Computing,0.5
miley cyrus gives new dog wrecking ball singer explains reasoning,IAB16 Pets,0.2
existinghome sales heat may inventory levels continue improve,IAB21 Real Estate,0.5
michelle williams speaks solange jay zs elevator battle see,IAB17 Sports,0.1
simon read bank england given us useful warning,IAB3 Business,0.52
gas prices highest 6 years report,IAB12 News,0.58
crews fill sinkhole villages two nearby homes still livable,IAB14 Society,0.15
hachette seeks amazon terms value authors publishers roles,IAB3 Business,0.2
50 shades grey trailer mostwatched trailer 2014,IAB24 Uncategorized,0.1
bazinga big bang theory renewed 3 seasons,IAB15 Science,0.47
oil futures fall china signals demand concerns update,IAB3 Business,0.21
scarlett johansson requests black widow movie marvel,IAB1 Arts & Entertainment,0.23
hello boys wonderbra owner sold 320m,IAB2 Automotive,0.16
larry wilmore replace stephen colbert comedy central,IAB24 Uncategorized,0.14
happy birthday internet world wide web turns 25,IAB19 Technology & Computing,0.21
microsoft killed kinect,IAB19 Technology & Computing,0.4
urges nations step fight tb,IAB14 Society,0.13
eu hopes russiachina gas deal affect gas supplies europe,IAB3 Business,0.17
ice cube lashes mtv awards losing paul walker quickly,IAB1 Arts & Entertainment,0.34
power belter christina grimmie went home third voice yet embraces,IAB1 Arts & Entertainment,0.09
beyonce leads mtv video music awards 8 nods,IAB1 Arts & Entertainment,0.25
battle androids htc one m8 vs samsung galaxy s5,IAB19 Technology & Computing,0.31
uber raising funds 10 billionplus valuation,IAB3 Business,0.42
ben affleck jennifer garner make surprise appearance kids,IAB6 Family & Parenting,0.34
noah studio recut 86 minutes long ended christian rock song,IAB23 Religion & Spirituality,0.32
rollsroyce fed stance lift ftse,IAB20 Travel,0.17
petsmart latest major pet food retailer say stop selling dog cat,IAB16 Pets,0.78
veteran character actor james rebhorn dies 65,IAB1 Arts & Entertainment,0.15
robert de niro premiere hbo documentary father,IAB1 Arts & Entertainment,0.22
solange knowles violently attacks sister beyonces husband jay z watch,IAB6 Family & Parenting,0.25
grainssoybeans near 2week low wheat rises 3rd day,IAB14 Society,0.13
new mockingjay teaser gives exciting first look district 13,IAB12 News,0.2
eek 46 tiny salad takes deep pockets attend cannes film festival,IAB1 Arts & Entertainment,0.33
arc reacts newest autism prevalence data showing 30 increase,IAB12 News,0.2
ford recalling nearly 435000 vehicles,IAB2 Automotive,0.33
lapping luxury kim leads kardashian pack exclusive 45m,IAB20 Travel,0.15
kasabian glastonbury 2014 review,IAB1 Arts & Entertainment,0.35
apple fans may wait longer larger iphone,IAB19 Technology & Computing,0.19
gold prices get boost federal reserve rate outlook,IAB12 News,0.31
irs awards bonuses 1100 employees owe back taxes,IAB3 Business,0.16
filming begins metro detroit supermanbatman film,IAB1 Arts & Entertainment,0.29
twitter allows face tagging tweets photo album uploads,IAB24 Uncategorized,0.07
icann defends internet oversight handoff,IAB24 Uncategorized,0.12
jay leno ellen degeneres lead boycott famed beverly hills hotel,IAB20 Travel,0.18
lead seoul shares 043 pct tech gains,IAB12 News,0.16
miley cyrus announced first capital fm summertime ball 2014 performer,IAB1 Arts & Entertainment,0.47
cbo deficits drift lower lower health costs,IAB3 Business,0.35
samsung galaxy tab pro 84 deal amazon brings 50 discount,IAB19 Technology & Computing,0.23
video fancies seeing video tom hanks dancing filmed justin,IAB1 Arts & Entertainment,0.22
half billion hong kongers vote unofficial democracy vote beijing irked,IAB20 Travel,0.13
faster jet production boosts boeings profit,IAB3 Business,0.73
makers four loko agree payout deceptive marketing,IAB24 Uncategorized,0.14
rob kardashian skips kim kanye wests wedding due weight gain,IAB12 News,0.12
barack obama 911 museum terrorism cant break us,IAB12 News,0.2
panasonic tesla plan electric car battery factory,IAB2 Automotive,0.5
mothercare snubs 266m us takeover approach,IAB24 Uncategorized,0.12
mariah carey drowning sorrows failed nick cannon,IAB4 Careers,0.11
paul simon edie brickell due court today,IAB5 Education,0.16
review microsoft surface pro 3 ipad alternative,IAB19 Technology & Computing,0.41
wayne knight seinfelds newman family ties brian bonsall dead,IAB1 Arts & Entertainment,0.15
niederauer departs ceo new york stock exchange citing rapid,IAB3 Business,0.43
happy hour checklist beer march madness obamacare,IAB8 Food & Drink,0.31
christina grimmies cant help falling love flawless voice,IAB1 Arts & Entertainment,0.12
yellen speaks market thinks fed stimulus coming,IAB12 News,0.36
google wants bring ads thermostat near,IAB3 Business,0.09
update earnings corporate deals lift us stocks,IAB3 Business,0.58
even levi strauss ceo says ok wash jeans,IAB3 Business,0.33
amber heard strips lacy underwear sexy photoshoot,IAB18 Style & Fashion,0.18
diabetic heart attacks strokes falling,IAB24 Uncategorized,0.13
7 things might missed captain america winter soldier,IAB24 Uncategorized,0.13
gbp live uk exchange rates see pressure ease bargain hunters,IAB3 Business,0.11
washington man brutally beaten outside bar becomes math genius following,IAB12 News,0.28
launch day impressions xbox one version ubisofts highlyanticipated,IAB19 Technology & Computing,0.37
justin bieber captured making kkk jokes new racist video,IAB12 News,0.33
rob kardashian skipped kims wedding kanye west family fight,IAB6 Family & Parenting,0.15
lambert im really magical,IAB1 Arts & Entertainment,0.16
first tweets people follow twitter mostly terrible,IAB24 Uncategorized,0.15
topix caps longest losing streak since october yen shippers,IAB3 Business,0.17
nimble footed monetary policy,IAB24 Uncategorized,0.17
eminem rihanna among mtv movie awards 2014 performers,IAB1 Arts & Entertainment,0.36
china launches antimonopoly probe microsoft,IAB3 Business,0.2
pamela anderson filed divorce rick salomon,IAB6 Family & Parenting,0.16
courts ok settlement economic loss toyota unintended acceleration case,IAB2 Automotive,0.67
bachelor winner spoilers juan pablo choose,IAB12 News,0.21
recessionlike gdp growth worry,IAB12 News,0.16
indiaborn rajeev suri know likely new ceo nokia,IAB19 Technology & Computing,0.29
shrinking legal backlog improving cost efficiency justifies 58 value,IAB3 Business,0.16
hilary duff channels grownup lizzie mcguire chasing sun video,IAB1 Arts & Entertainment,0.14
olivia palermo got married fancy skort,IAB18 Style & Fashion,0.51
stephen colbert ripped racist tweet,IAB12 News,0.24
mourners including nick grimshaw jools holland gather peaches geldofs,IAB8 Food & Drink,0.2
andre johnson severs penis jumps building wutang rapper survives,IAB20 Travel,0.17
lena dunham tells glamour may want continue acting girls,IAB1 Arts & Entertainment,0.23
katy perry wants miley cyrus video,IAB1 Arts & Entertainment,0.33
update 3 day 16 missing mh370 plane search widens new images,IAB12 News,0.41
caterpillar avoided paying 2 billion taxes sen levin says,IAB3 Business,0.32
tesla gen 3 sedan called model iii debut 2016 official,IAB2 Automotive,0.54
cdc reports decline health complications due diabetes united states,IAB12 News,0.19
everyones getting wrong facebooks creepy study,IAB24 Uncategorized,0.18
shailene woodley thinks vagina needs little vitamin,IAB12 News,0.21
japanese politics could undermine reform agenda,"IAB11 Law, Gov’t & Politics",0.3
kim kardashian kanye west pose baby north double selfie,IAB1 Arts & Entertainment,0.18
android wear os wearables,IAB19 Technology & Computing,0.14
miley cyrus tour hits nola,IAB20 Travel,0.52
psn back online following ddos attack outage,IAB16 Pets,0.11
family dollar q2 profit sees q3 fy14 adj eps view quick facts,IAB6 Family & Parenting,0.12
jodie foster married ties knot ellen degeneres exgirlfriend,IAB6 Family & Parenting,0.16
facebook makes changes track users activity,IAB9 Hobbies & Interests,0.15
harry potter rupert grint make broadway debut play,IAB1 Arts & Entertainment,0.67
bskyb early talks buy stakes sky deutschland sky italia,IAB3 Business,0.28
bombay bicycle club diss bizarre one direction netmums address zayn,IAB9 Hobbies & Interests,0.13
restrictions expire stock trading twitter insiders early backers,IAB3 Business,0.17
daniel radcliffe makes successful return broadway,IAB1 Arts & Entertainment,0.72
us open stocks rise retail sales increase forecast,IAB3 Business,0.18
nypd officers carry antidote drug heroin overdoses,IAB12 News,0.16
needs regulated better caffeine powder took life 18yearold,IAB8 Food & Drink,0.23
obama hails true spirit 911 new ground zero museum,IAB12 News,0.16
marijuana town hall friday colorado state capitol,IAB12 News,0.19
game thrones puts spin happily ever spoilers,IAB24 Uncategorized,0.12
mcauliffe sets review abortion clinic regs overhauls state health board,"IAB11 Law, Gov’t & Politics",0.34
10 things know weeks takeaways,IAB12 News,0.15
impatient iphone users switching largerscreened samsung galaxy s5,IAB19 Technology & Computing,0.27
cannes 2014 canadian movies ever official lineup,IAB1 Arts & Entertainment,0.34
barbara walters last day last promise see later,IAB12 News,0.21
gm recalls new pickups suvs,IAB2 Automotive,0.57
queen confirm new album feature unheard freddie mercury songs,IAB12 News,0.19
tracy morgan fair condition crash,IAB12 News,0.12
3d mammography finds invasive cancers,IAB15 Science,0.18
dad gets brain injury headbanging motörhead,IAB1 Arts & Entertainment,0.18
vin diesel writes online tribute paul walker,IAB12 News,0.14
2014 motogp marquez tops fp1 2 lorenzo still struggles photo gallery,IAB17 Sports,0.44
marijuana heart disease link study shows pot use cause serious,IAB15 Science,0.58
images rosetta reveal shape comet quarry,IAB15 Science,0.12
voice recap delvin choice man battle rounds night 2,IAB17 Sports,0.25
german owner stolen jewish art dies 81,IAB12 News,0.15
new world news anchor david muir loves cool kid obama mocked romney,IAB12 News,0.69
box office divergent opens strong muppets flops,IAB24 Uncategorized,0.19
reality tv us women think theyre courting prince harry,IAB12 News,0.23
yellen says fed doesnt need start raising interest rates,IAB12 News,0.17
google declares smartphones could center connecteddevice universe,IAB19 Technology & Computing,0.23
12052014alcohol kills one person every 10 seconds worldwide,IAB12 News,0.16
pregnant women take iodine,IAB6 Family & Parenting,0.21
modernized magic school bus coming netflix,IAB5 Education,0.28
ecb liquidity plan reflected euro report,IAB12 News,0.24
eye doctors say medicare pay list unfairly demonizes,IAB12 News,0.14
miley cyrus plays london cancelled tour dates,IAB20 Travel,0.32
air pollution killed 7 million,IAB24 Uncategorized,0.23
pandora raises price adfree streaming royalty cost,IAB3 Business,0.12
could bradley cooper next indiana jones,IAB12 News,0.09
spain unemployment rate inches 26,IAB12 News,0.18
emma stone stuns premiere amazing,IAB1 Arts & Entertainment,0.21
obesity weighs heavily global health,IAB24 Uncategorized,0.18
dow breaks 17000 first time,IAB12 News,0.21
moto e launch tomorrow india final specs images leaked retailer,IAB2 Automotive,0.5
miley cyrus denies told vomiting jennifer lawrence get together,IAB6 Family & Parenting,0.13
happy fourth dont blow hand,IAB24 Uncategorized,0.09
miley cyrus postpones louisville show announces aug 9 date,IAB12 News,0.41
mick jaggers agony rolling stones frontman cancels australian concert,IAB1 Arts & Entertainment,0.36
kevin sharp death country singer dies age 43 cancer complications,IAB4 Careers,0.14
michelle obama opens new met costume centre,IAB1 Arts & Entertainment,0.21
bachelorette 2014 update chris harrison bachelor producers,IAB12 News,0.25
endearing animal features may result genetic deficit,IAB24 Uncategorized,0.22
mad men final season premiere photos draper drifts time zones,IAB20 Travel,0.5
sozzi provocative videogame maker ubisoft predict dire future,IAB1 Arts & Entertainment,0.13
watch obama zing ellens oscars selfie cheap stunt,IAB17 Sports,0.3
chinas alibaba chairman mas dealings raise red flags,IAB3 Business,0.52
morgan stanley ms release quarterly earnings thursday,IAB3 Business,0.25
alex trebek breaks guinness world record hosting 6795 jeopardy,IAB17 Sports,0.09
beefprocessing plant closing 600 people losing job,IAB3 Business,0.31
pilots blamed asiana crash,IAB12 News,0.21
emirates cancels airbus a350 order,IAB20 Travel,0.41
george clooney engaged amal alamuddin,IAB12 News,0.09
irs declares bitcoin treated property tax purposes,"IAB11 Law, Gov’t & Politics",0.28
obamacares launch look ahead,IAB2 Automotive,0.3
alibaba hopes shake china mobile push,IAB3 Business,0.31
antimeteorite proves planet earth contains water,IAB15 Science,0.6
prom bridal dress shopping online beware,IAB22 Shopping,0.54
fccs net neutrality proposal stirs dissent congress,"IAB11 Law, Gov’t & Politics",0.47
miley cyrus stolen luxury car found police,IAB2 Automotive,0.44
2014 american idol winner show support,IAB1 Arts & Entertainment,0.41
please pay someone 3000 livetweet wedding,IAB1 Arts & Entertainment,0.17
look procter gambles earnings,IAB3 Business,0.22
report ranks rockingham nhs healthiest county,IAB12 News,0.35
met dad could fill void left met mother,IAB6 Family & Parenting,0.52
cyrus resumes tour denies overdose rumors,IAB20 Travel,0.42
area easter services,IAB23 Religion & Spirituality,0.2
rare meteor shower expected friday night early saturday,IAB12 News,0.13
microsoft launch xbox one india september 2014,IAB19 Technology & Computing,0.32
easter 1a john 20118 disneys frozen resurrection,IAB20 Travel,0.31
michaels says security breach affected nearly 3 million payment cards,IAB12 News,0.26
tobacco industry lobbying dismissed,IAB12 News,0.22
general motors recalls another 15 million vehicles repairs,IAB2 Automotive,0.63
archie comic legend dies taking bullet gay friend,IAB1 Arts & Entertainment,0.66
citi may pay 7bn shoddy mortgage bonds,IAB12 News,0.16
sony leaps virtual reality project morpheus prototype,IAB19 Technology & Computing,0.23
marvels thor woman comics,IAB1 Arts & Entertainment,0.2
george clooney writes letter daily mail fabricated story,IAB12 News,0.32
cannes parties night,IAB1 Arts & Entertainment,0.54
democrats make net neutrality push fcc oversee internet utility,"IAB11 Law, Gov’t & Politics",0.35
skywatchers see blood moon,IAB1 Arts & Entertainment,0.12
paul walker gets tribute mtv movie awards 2014 jordana brewster,IAB1 Arts & Entertainment,0.33
rip jimmy scott contralto jazz singer performer twin peaks,IAB1 Arts & Entertainment,0.37
david letterman chats next late night host stephen colbert,IAB1 Arts & Entertainment,0.1
greenhouse gas emissions unprecedented levels,IAB12 News,0.26
roche says chinese authorities visited facilities,IAB12 News,0.14
microsoft ordered give us customer emails stored abroad,IAB19 Technology & Computing,0.23
medical marijuana floridas future,IAB12 News,0.15
emmy voters sorry matthew mcconaughey party,IAB1 Arts & Entertainment,0.33
lauderdale county prepares event year,IAB12 News,0.13
chronic back problem forces billy dee williams dancing stars,IAB1 Arts & Entertainment,0.34
transformers age extinction easily fourth july weekend box office,IAB1 Arts & Entertainment,0.26
gwyneth paltrow chris martin undergo conscious uncoupling,IAB24 Uncategorized,0.12
help enrolling obamacare deadline day,IAB12 News,0.16
turkish president says twitter social media bans unacceptable,IAB24 Uncategorized,0.13
yahoo news digest app lands android devices goes international,IAB12 News,0.38
ios users spend 45 inapp purchases android users,IAB24 Uncategorized,0.11
kendall jenner shares photos first met gala,IAB1 Arts & Entertainment,0.17
two fever patients travel history test negative merscov,IAB20 Travel,0.65
alexis shapiros gastric bypass surgery live tweeted bring attention 12year,IAB12 News,0.43
uk regulator probes facebooks psychological experiment,IAB3 Business,0.15
facebook ceo reaps 33 billion gain stock options,IAB3 Business,0.28
orbital sciences surges elon musks shadow space race,IAB15 Science,0.58
experts say pistorius wasnt mentally ill girlfriends killing,IAB12 News,0.16
nokias chennai unit contract manufacturer,IAB3 Business,0.6
google announces android wear nexuslike platform wearables,IAB19 Technology & Computing,0.3
experts1 trillion student loan debt widening us wealth gap,IAB5 Education,0.56
windows phone 9 coming early next year,IAB19 Technology & Computing,0.34
apple inc ibm partnership benefits parties analysts,IAB3 Business,0.25
cover wars miley cyrus vs miley cyrus,IAB1 Arts & Entertainment,0.21
new treatment hepatitis c cured 90 patients big medical,IAB12 News,0.68
marijuana use linked cardiovascular complications death,IAB12 News,0.23
brian williams nbc newsman raps tonight show jimmy fallon,IAB12 News,0.56
levis ceo save world dont wash jeans,IAB5 Education,0.13
kanye buys kim 10 burger king restaurants wedding present,IAB8 Food & Drink,0.54
lg winds tech fans another g watch teaser image,IAB19 Technology & Computing,0.13
consumer watchdog warns public glasshole reports privacy,IAB24 Uncategorized,0.21
technology titans apple google call truce smartphone patent war,IAB19 Technology & Computing,0.35
congress airs concerns comcasttime warner cable deal,IAB3 Business,0.19
7 hours ago xmen dominates holiday box office 91m,IAB1 Arts & Entertainment,0.63
convoy cancer may 3,IAB20 Travel,0.58
petsmart petm strong start premarket activity,IAB16 Pets,0.8
emma stone lip sync battle jimmy fallon tonight show video,IAB1 Arts & Entertainment,0.27
watch oprah surprise barbara walters view,IAB12 News,0.27
detroit native elaine stritch acerbic stage legend dies 89,IAB1 Arts & Entertainment,0.4
ed sheeran wows glastonbury crowd stripped back set,IAB1 Arts & Entertainment,0.52
bad timing healthcaregov goes maintenance,IAB12 News,0.22
htcs new one battles best smartphones,IAB19 Technology & Computing,0.46
zynga inc znga appoints best buys bby david lee cfo,IAB3 Business,0.27
watch dogs video walkthrough hd game guide,IAB17 Sports,0.45
daimler launches new version tiny smart car,IAB2 Automotive,0.65
okcupid conducting experiments funsies,IAB24 Uncategorized,0.13
motorhead fan left blood cot brain aggressive headbanging,IAB2 Automotive,0.15
last day nyers file federal state taxes,"IAB11 Law, Gov’t & Politics",0.21
paul walkers brothers complete late stars scenes fast furious 7,IAB1 Arts & Entertainment,0.21
fargo season 1 spoilers episode 10 synopsis leaked online,IAB12 News,0.26
close sp 500 ends highest level ever,IAB15 Science,0.22
german paper publishes photos duchess cambridges bum,IAB12 News,0.38
public company ceo pay hits high mark,IAB3 Business,0.31
regular mom takes gwyneth paltrow task,IAB6 Family & Parenting,0.17
us jobless claims fall 4month low,IAB12 News,0.16
international day happiness un urges action end poverty build harmony,IAB24 Uncategorized,0.25
nathan kress doesnt want get slimed kids choice awards,IAB6 Family & Parenting,0.12
fires vietnam could ultimately burn beijing,IAB12 News,0.13
mass announces strategy health website fix,IAB12 News,0.25
construction begins kennedy expressway,IAB12 News,0.21
man reported missing ashland ky,IAB12 News,0.29
hackers delight support windows xp ends,IAB19 Technology & Computing,0.33
applications jobless aid dip fourmonth low,IAB12 News,0.2
godzilla monster us box office,IAB1 Arts & Entertainment,0.59
new ios 71 jailbreak proven trolling attempt developer,IAB19 Technology & Computing,0.21
coachella 2014 28 arrested first day second weekend,IAB1 Arts & Entertainment,0.25
exchange rates outlook pound sterling euro us dollar new zealand,IAB12 News,0.44
samsung galaxy note 2 kitkat update android 442 still show android 43,IAB19 Technology & Computing,0.12
twitter rolls multiple tagging photos mobile app,IAB20 Travel,0.07
danny boyle talks direct steve jobs biopic wants leonardo dicaprio star,IAB3 Business,0.21
assembly oks direct tesla sales nj,IAB3 Business,0.34
urgent mersnewuscase,IAB12 News,0.63
bryan singer accuser names 3 alleged hollywood sex abusers new,IAB12 News,0.67
friday report transformers leads quiet fourth july,IAB12 News,0.32
kraft recalls knudsen cottage cheese brands,IAB8 Food & Drink,0.28
shares surge year feds yellen china growth pledge,"IAB11 Law, Gov’t & Politics",0.14
triumphal entry jesus christ jerusalem gospel advancing peoples,IAB23 Religion & Spirituality,0.71
mila kunis makes first postpregnancyannouncement appearance check,IAB6 Family & Parenting,0.33
us treasury name china currency manipulator,IAB24 Uncategorized,0.13
britains prince harry girlfriend make relationship public,IAB12 News,0.25
exercise may cut dementia risk,IAB15 Science,0.19
chris pratt winning life 13 reasons guardians galaxy star,IAB6 Family & Parenting,0.13
editorial chicagos pension reckoning,IAB14 Society,0.14
shia labeouf arrested misbehaving broadway cabaret performance,IAB1 Arts & Entertainment,0.75
gwen stefani officially joins voice,IAB4 Careers,0.1
starwood waypoint residential trust announces pricing 200 million,IAB21 Real Estate,0.8
london midday stocks gain uk construction pmi hits fourmonth high,IAB3 Business,0.21
gold rises 2nd consecutive session,IAB24 Uncategorized,0.11
emotional beyoncé weeps vmas,IAB1 Arts & Entertainment,0.22
amazon launches prime music another perk prime shipping,IAB24 Uncategorized,0.18
game thrones season 4 lion rose trailer,IAB1 Arts & Entertainment,0.34
mad men recap strategy,IAB24 Uncategorized,0.14
david brenner dies cancer 78,IAB12 News,0.12
thomas pikettys controversial book tells banker,IAB3 Business,0.44
posted imaduddin,IAB12 News,0.16
watch first trailer jersey boys,IAB1 Arts & Entertainment,0.13
khloe kardashian french montanas airport sex session,IAB20 Travel,0.38
mila kunis hides baby bump red carpet,IAB6 Family & Parenting,0.22
microsoft shares source code early versions dos word,IAB19 Technology & Computing,0.11
average gas price wyoming 360,IAB12 News,0.13
apple pay 400 million loses ebook appeal,IAB19 Technology & Computing,0.15
video spacex cargo launch good go despite space station glitch,IAB20 Travel,0.53
lg readies windows phone 81based smartphone,IAB19 Technology & Computing,0.2
obamas war net neutrality,"IAB11 Law, Gov’t & Politics",0.25
pandora narrows 1q loss,IAB19 Technology & Computing,0.11
steep cost toyotas settlement us government,IAB2 Automotive,0.4
china vietnam,IAB20 Travel,0.14
markets outlook june 16,IAB12 News,0.21
cargill close milwaukee beef plant friday layoff 600 workers,IAB12 News,0.45
enjoy supermoon weekend super think,IAB20 Travel,0.18
first step ear reconstruction charlotte ponce successful,IAB3 Business,0.08
sxsw 2014 10 artists watch,IAB17 Sports,0.46
emma stone slays jimmy fallon lip sync battle video,IAB1 Arts & Entertainment,0.3
big mains break wasted water beginning,IAB24 Uncategorized,0.13
former skype ceo tony bates named president gopro,IAB3 Business,0.24
thor woman comic book shakeups,IAB1 Arts & Entertainment,0.22
