text,iab_label,confidence,source
"Matar Paneer Paneer None Ghee Peas, spices",IAB8 Food & Drink,0.85,natural
"Rasgulla Paneer Sugar None Rose water, syrup",IAB8 Food & Drink,0.85,natural
"Rabri Milk Sugar Ghee Cardamom, nuts",IAB8 Food & Drink,0.85,natural
"Chicken Korma Chicken None Ghee Creamy sauce, spices",IAB8 Food & Drink,0.85,natural
Gulab Jamun Milk solids Sugar Ghee Cardamom syrup,IAB8 Food & Drink,0.85,natural
"Rogan Josh Lamb None Ghee Yogurt, Kashmiri red chili",IAB8 Food & Drink,0.85,natural
"Kheer Rice Sugar Ghee Cardamom, nuts",IAB8 Food & Drink,0.85,natural
"Rasmalai Paneer Sugar Milk, Ghee Cardamom, nuts",IAB8 Food & Drink,0.85,natural
Chicken Caesar Salad Chicken breast None Olive oil Parmesan cheese,IAB8 Food & Drink,0.85,natural
Chocolate Mousse Chocolate Sugar Heavy cream Vanilla extract,IAB8 Food & Drink,0.85,natural
"Quiche Lorraine Bacon None Heavy cream Cheese, eggs",IAB8 Food & Drink,0.85,natural
"Chicken Piccata Chicken None Butter Lemon, capers",IAB8 Food & Drink,0.85,natural
Chicken Tikka Masala Chicken None Ghee Tikka masala sauce,IAB8 Food & Drink,0.85,natural
"Sweet Potato Casserole Sweet potatoes Brown sugar Butter Cinnamon, nutmeg",IAB8 Food & Drink,0.85,natural
"Baked Brie Brie cheese None None Herbs, nuts",IAB8 Food & Drink,0.85,natural
"French Onion Soup Onions None Butter Beef broth, cheese, bread",IAB8 Food & Drink,0.85,natural
"Greek Gyro Lamb/Chicken None None Tzatziki sauce, vegetables",IAB8 Food & Drink,0.85,natural
"French Onion Soup Onions None Butter Beef broth, cheese, bread",IAB8 Food & Drink,0.85,natural
"Omelette Eggs None Butter Salt, pepper",IAB8 Food & Drink,0.85,natural
"Egg Salad Eggs Mayonnaise None Celery, onion",IAB8 Food & Drink,0.85,natural
"Egg Salad Eggs Mayonnaise None Celery, onion",IAB8 Food & Drink,0.85,natural
Quiche Eggs None Cheese Vegetables,IAB8 Food & Drink,0.85,natural
"Egg Salad Sandwich Eggs Mayonnaise None Celery, mustard",IAB8 Food & Drink,0.85,natural
Egg Fried Rice Eggs None Sesame oil Soy sauce,IAB8 Food & Drink,0.85,natural
Fish Sticks Fish fillets None Vegetable oil Salt,IAB8 Food & Drink,0.85,natural
Fish Sticks Fish fillets None Vegetable oil Salt,IAB8 Food & Drink,0.85,natural
"Baked Salmon Salmon fillet None Olive oil Lemon, herbs",IAB8 Food & Drink,0.85,natural
Teriyaki Salmon Salmon None Vegetable oil Teriyaki sauce,IAB8 Food & Drink,0.85,natural
"Baked Salmon Salmon None Olive oil Lemon, herbs",IAB8 Food & Drink,0.85,natural
"Lemon Dill Salmon Salmon None Olive oil Lemon, dill",IAB8 Food & Drink,0.85,natural
"Baked Salmon Salmon None Olive oil Lemon, herbs",IAB8 Food & Drink,0.85,natural
"Malabar Fish Curry Fish None Coconut oil Tamarind, spices",IAB8 Food & Drink,0.85,natural
"Baked Cod Cod None Butter Lemon, herbs",IAB8 Food & Drink,0.85,natural
"Baked Cod Cod None Butter Lemon, herbs",IAB8 Food & Drink,0.85,natural
"Tuna Sandwich Tuna Mayonnaise None Salt, Pepper",IAB8 Food & Drink,0.85,natural
"Tuna Salad Tuna Mayonnaise None Celery, onion",IAB8 Food & Drink,0.85,natural
"Sushi Fish (salmon, tuna) Rice vinegar Sesame oil Soy sauce",IAB8 Food & Drink,0.85,natural
"Teriyaki Salmon Salmon fillet Sugar Soy sauce Ginger, garlic",IAB8 Food & Drink,0.85,natural
"Sushi Bowl Sushi rice None Soy sauce Raw fish, vegetables",IAB8 Food & Drink,0.85,natural
"Honey Soy Glazed Salmon Salmon Honey Soy sauce Garlic, ginger",IAB8 Food & Drink,0.85,natural
"Sushi Bowl Sushi rice None Soy sauce Raw fish, vegetables",IAB8 Food & Drink,0.85,natural
"Honey Soy Glazed Salmon Salmon Honey Soy sauce Garlic, ginger",IAB8 Food & Drink,0.85,natural
Milk Chocolate Sugar Cocoa butter Milk powder Vanilla extract,IAB8 Food & Drink,0.85,natural
Milk Chocolate Sugar Cocoa butter Milk powder Vanilla extract,IAB8 Food & Drink,0.85,natural
Vanilla Ice Cream Milk Sugar Cream Vanilla extract,IAB8 Food & Drink,0.85,natural
"Vanilla Yogurt Yogurt (milk, cultures) Sugar None Vanilla extract",IAB8 Food & Drink,0.85,natural
"Strawberry Yogurt Yogurt (milk, cultures) Sugar None Pectin",IAB8 Food & Drink,0.85,natural
"Strawberry Yogurt Yogurt (milk, cultures) Sugar None Pectin",IAB8 Food & Drink,0.85,natural
"Tomato Soup Tomatoes None None Salt, Sugar",IAB8 Food & Drink,0.85,natural
Apple Apples None None None,IAB8 Food & Drink,0.85,natural
"Tomato Soup Tomatoes None None Salt, Sugar",IAB8 Food & Drink,0.85,natural
Apple Apples None None None,IAB8 Food & Drink,0.85,natural
Orange Juice Oranges Sugar None None,IAB8 Food & Drink,0.85,natural
Greek Salad Cucumber None Olive oil Lemon juice,IAB8 Food & Drink,0.85,natural
Spaghetti Bolognese Ground beef Sugar Olive oil Tomato sauce,IAB8 Food & Drink,0.85,natural
Honey Mustard Chicken Chicken breast Honey Mustard Vegetable oil,IAB8 Food & Drink,0.85,natural
BBQ Ribs Pork ribs Brown sugar Vegetable oil BBQ sauce,IAB8 Food & Drink,0.85,natural
"Quinoa Salad Quinoa None Olive oil Lemon juice, herbs",IAB8 Food & Drink,0.85,natural
Vegetable Stir-Fry Mixed vegetables None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
"Beef Burger Ground beef None Vegetable oil Salt, Pepper",IAB8 Food & Drink,0.85,natural
French Fries Potatoes None Vegetable oil Salt,IAB8 Food & Drink,0.85,natural
Lemonade Lemon juice Sugar Water None,IAB8 Food & Drink,0.85,natural
"Gazpacho Tomatoes None Olive oil Garlic, herbs",IAB8 Food & Drink,0.85,natural
Beef Tacos Ground beef None Vegetable oil Taco seasoning,IAB8 Food & Drink,0.85,natural
Lentil Soup Lentils None Olive oil Vegetables,IAB8 Food & Drink,0.85,natural
Chicken Curry Chicken None Vegetable oil Curry powder,IAB8 Food & Drink,0.85,natural
Ratatouille Eggplant None Olive oil Tomatoes,IAB8 Food & Drink,0.85,natural
"Pesto Pasta Pasta None Olive oil Basil, garlic",IAB8 Food & Drink,0.85,natural
Chicken Stir-Fry Chicken None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
Veggie Burger Mixed vegetables None Vegetable oil Seasonings,IAB8 Food & Drink,0.85,natural
Vegetable Soup Mixed vegetables None Olive oil Seasonings,IAB8 Food & Drink,0.85,natural
Spinach Salad Spinach None Olive oil Balsamic vinegar,IAB8 Food & Drink,0.85,natural
Chicken Enchiladas Chicken None Vegetable oil Enchilada sauce,IAB8 Food & Drink,0.85,natural
Minestrone Soup Vegetables None Olive oil Tomato broth,IAB8 Food & Drink,0.85,natural
"Salsa Tomatoes None None Onion, cilantro",IAB8 Food & Drink,0.85,natural
"Lemon Garlic Chicken Chicken None Olive oil Lemon juice, garlic",IAB8 Food & Drink,0.85,natural
"Pancetta Pasta Pasta None Pancetta Garlic, herbs",IAB8 Food & Drink,0.85,natural
Chicken Teriyaki Chicken None Vegetable oil Teriyaki sauce,IAB8 Food & Drink,0.85,natural
"Spinach Stuffed Chicken Chicken None Olive oil Spinach, garlic",IAB8 Food & Drink,0.85,natural
Coconut Curry Chicken None Coconut milk Curry paste,IAB8 Food & Drink,0.85,natural
Apple Cider Apples Sugar None Cinnamon,IAB8 Food & Drink,0.85,natural
"Ratatouille Eggplant None Olive oil Tomatoes, zucchini",IAB8 Food & Drink,0.85,natural
"Avocado Toast Avocado None Olive oil Salt, pepper",IAB8 Food & Drink,0.85,natural
Beef Stir-Fry Beef None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
Black Bean Soup Black beans None Olive oil Vegetables,IAB8 Food & Drink,0.85,natural
Beef Tacos Ground beef None Vegetable oil Taco seasoning,IAB8 Food & Drink,0.85,natural
"Cucumber Salad Cucumber None Olive oil Lemon juice, dill",IAB8 Food & Drink,0.85,natural
Fruit Salad Mixed fruits Sugar None Lemon juice,IAB8 Food & Drink,0.85,natural
Sausage Pizza Sausage None None Mozzarella cheese,IAB8 Food & Drink,0.85,natural
Chicken Fajitas Chicken None Vegetable oil Fajita seasoning,IAB8 Food & Drink,0.85,natural
"Mango Salsa Mango None None Red onion, lime",IAB8 Food & Drink,0.85,natural
Lentil Curry Lentils None Coconut milk Curry powder,IAB8 Food & Drink,0.85,natural
Green Smoothie Spinach Honey Avocado Almond milk,IAB8 Food & Drink,0.85,natural
"Stuffed Bell Peppers Bell peppers None Olive oil Ground meat, rice",IAB8 Food & Drink,0.85,natural
Beef and Broccoli Beef None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
"Cabbage Rolls Cabbage None Olive oil Ground meat, rice",IAB8 Food & Drink,0.85,natural
Caramel Apple Apples Caramel None None,IAB8 Food & Drink,0.85,natural
"Sweet Potato Fries Sweet potatoes None Vegetable oil Salt, paprika",IAB8 Food & Drink,0.85,natural
Beef Chili Ground beef None None Chili powder,IAB8 Food & Drink,0.85,natural
Pesto Chicken Chicken None Pesto sauce None,IAB8 Food & Drink,0.85,natural
Beef Burritos Ground beef None Vegetable oil Taco seasoning,IAB8 Food & Drink,0.85,natural
Chicken Shawarma Chicken None Olive oil Shawarma spices,IAB8 Food & Drink,0.85,natural
"Stuffed Mushrooms Mushrooms None None Garlic, herbs",IAB8 Food & Drink,0.85,natural
"Zucchini Noodles Zucchini None Olive oil Garlic, herbs",IAB8 Food & Drink,0.85,natural
"Sweet and Sour Chicken Chicken Sugar Vegetable oil Pineapple, bell peppers",IAB8 Food & Drink,0.85,natural
Beef Kabobs Beef None Olive oil Seasonings,IAB8 Food & Drink,0.85,natural
"Tomato Bruschetta Tomatoes None Olive oil Garlic, basil",IAB8 Food & Drink,0.85,natural
"Quinoa Stuffed Peppers Quinoa None Olive oil Vegetables, spices",IAB8 Food & Drink,0.85,natural
"Veggie Omelette Mixed vegetables None Olive oil Salt, pepper",IAB8 Food & Drink,0.85,natural
"Ratatouille Vegetables None Olive oil Herbs, garlic",IAB8 Food & Drink,0.85,natural
Beef Tacos Beef None Vegetable oil Taco seasoning,IAB8 Food & Drink,0.85,natural
"Quinoa Salad Quinoa None Olive oil Lemon juice, vegetables",IAB8 Food & Drink,0.85,natural
Vegetable Stir-Fry Mixed vegetables None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
Buffalo Wings Chicken wings None Vegetable oil Buffalo sauce,IAB8 Food & Drink,0.85,natural
Lentil Soup Lentils None Olive oil Vegetables,IAB8 Food & Drink,0.85,natural
"Stuffed Cabbage Rolls Cabbage None Olive oil Ground meat, rice",IAB8 Food & Drink,0.85,natural
Orange Chicken Chicken None Vegetable oil Orange sauce,IAB8 Food & Drink,0.85,natural
"Honey Mustard Chicken Chicken Honey Olive oil Mustard, herbs",IAB8 Food & Drink,0.85,natural
"Lentil Salad Lentils None Olive oil Lemon juice, vegetables",IAB8 Food & Drink,0.85,natural
"Cilantro Lime Chicken Chicken None Olive oil Cilantro, lime",IAB8 Food & Drink,0.85,natural
Ratatouille Pizza Pizza dough None Olive oil Ratatouille vegetables,IAB8 Food & Drink,0.85,natural
Chicken Curry Chicken None Coconut milk Curry powder,IAB8 Food & Drink,0.85,natural
"Pesto Pasta Salad Pasta None Pesto sauce Tomatoes, vegetables",IAB8 Food & Drink,0.85,natural
Beef and Mushroom Stir-Fry Beef None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
Tofu Curry Tofu None Coconut milk Curry paste,IAB8 Food & Drink,0.85,natural
"Stuffed Bell Peppers Bell peppers None Olive oil Ground meat, rice",IAB8 Food & Drink,0.85,natural
"Stuffed Bell Peppers Bell peppers None Olive oil Ground meat, rice",IAB8 Food & Drink,0.85,natural
"Greek Moussaka Eggplant None Olive oil Ground meat, potatoes",IAB8 Food & Drink,0.85,natural
Brussels Sprouts Brussels sprouts None Olive oil Balsamic glaze,IAB8 Food & Drink,0.85,natural
Baked Chicken Wings Chicken wings None Olive oil Seasonings,IAB8 Food & Drink,0.85,natural
Mango Coconut Popsicles Mango Sugar Coconut milk None,IAB8 Food & Drink,0.85,natural
Ratatouille Pasta Pasta None Olive oil Ratatouille vegetables,IAB8 Food & Drink,0.85,natural
"Chicken Noodle Soup Chicken None Vegetable oil Noodles, vegetables",IAB8 Food & Drink,0.85,natural
"Mango Salsa Mango None None Lime juice, cilantro",IAB8 Food & Drink,0.85,natural
Spinach Salad Spinach None Olive oil Balsamic vinaigrette,IAB8 Food & Drink,0.85,natural
Caramelized Onions Onions Sugar Butter None,IAB8 Food & Drink,0.85,natural
Beef Stir-Fry Beef None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
"Strawberry Spinach Salad Spinach None None Strawberries, vinaigrette",IAB8 Food & Drink,0.85,natural
"Ratatouille Tart Vegetables None Olive oil Puff pastry, herbs",IAB8 Food & Drink,0.85,natural
Honey Glazed Carrots Carrots Honey Butter None,IAB8 Food & Drink,0.85,natural
"Cucumber Salad Cucumbers None Olive oil Vinegar, herbs",IAB8 Food & Drink,0.85,natural
"Greek Lemon Potatoes Potatoes None Olive oil Lemon juice, herbs",IAB8 Food & Drink,0.85,natural
"Stuffed Tomatoes Tomatoes None None Herbs, breadcrumbs",IAB8 Food & Drink,0.85,natural
"Avocado Toast Avocado None Olive oil Salt, pepper",IAB8 Food & Drink,0.85,natural
Lemon Pepper Chicken Chicken None Olive oil Lemon pepper seasoning,IAB8 Food & Drink,0.85,natural
Chicken Shawarma Chicken None Olive oil Shawarma seasoning,IAB8 Food & Drink,0.85,natural
"Lemon Herb Roasted Chicken Chicken None Olive oil Lemon, herbs",IAB8 Food & Drink,0.85,natural
"Greek Lemon Chicken Chicken None Olive oil Lemon juice, herbs",IAB8 Food & Drink,0.85,natural
Roasted Brussels Sprouts Brussels sprouts None Olive oil Balsamic glaze,IAB8 Food & Drink,0.85,natural
Beef Burritos Beef None Vegetable oil Burrito seasoning,IAB8 Food & Drink,0.85,natural
"Raspberry Spinach Salad Spinach None None Raspberries, vinaigrette",IAB8 Food & Drink,0.85,natural
"Chicken and Rice Soup Chicken None Vegetable oil Rice, vegetables",IAB8 Food & Drink,0.85,natural
Chicken Fajitas Chicken None Vegetable oil Fajita seasoning,IAB8 Food & Drink,0.85,natural
Vegetable Curry Mixed vegetables None Coconut milk Curry paste,IAB8 Food & Drink,0.85,natural
Ratatouille Vegetables None Olive oil Herbs,IAB8 Food & Drink,0.85,natural
"Pesto Pasta Salad Pasta None Pesto sauce Tomatoes, vegetables",IAB8 Food & Drink,0.85,natural
Beef and Mushroom Stir-Fry Beef None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
Tofu Curry Tofu None Coconut milk Curry paste,IAB8 Food & Drink,0.85,natural
"Stuffed Bell Peppers Bell peppers None Olive oil Ground meat, rice",IAB8 Food & Drink,0.85,natural
"Greek Moussaka Eggplant None Olive oil Ground meat, potatoes",IAB8 Food & Drink,0.85,natural
Brussels Sprouts Brussels sprouts None Olive oil Balsamic glaze,IAB8 Food & Drink,0.85,natural
Baked Chicken Wings Chicken wings None Olive oil Seasonings,IAB8 Food & Drink,0.85,natural
Mango Coconut Popsicles Mango Sugar Coconut milk None,IAB8 Food & Drink,0.85,natural
Ratatouille Pasta Pasta None Olive oil Ratatouille vegetables,IAB8 Food & Drink,0.85,natural
"Chicken Noodle Soup Chicken None Vegetable oil Noodles, vegetables",IAB8 Food & Drink,0.85,natural
"Mango Salsa Mango None None Lime juice, cilantro",IAB8 Food & Drink,0.85,natural
Spinach Salad Spinach None Olive oil Balsamic vinaigrette,IAB8 Food & Drink,0.85,natural
Caramelized Onions Onions Sugar Butter None,IAB8 Food & Drink,0.85,natural
Beef Stir-Fry Beef None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
"Strawberry Spinach Salad Spinach None None Strawberries, vinaigrette",IAB8 Food & Drink,0.85,natural
"Ratatouille Tart Vegetables None Olive oil Puff pastry, herbs",IAB8 Food & Drink,0.85,natural
Honey Glazed Carrots Carrots Honey Butter None,IAB8 Food & Drink,0.85,natural
"Cucumber Salad Cucumbers None Olive oil Vinegar, herbs",IAB8 Food & Drink,0.85,natural
"Greek Lemon Potatoes Potatoes None Olive oil Lemon juice, herbs",IAB8 Food & Drink,0.85,natural
"Stuffed Tomatoes Tomatoes None None Herbs, breadcrumbs",IAB8 Food & Drink,0.85,natural
"Biryani Rice None Ghee Biryani masala, spices",IAB8 Food & Drink,0.85,natural
"Chole Bhature Chickpeas Sugar Ghee Chole masala, spices",IAB8 Food & Drink,0.85,natural
"Masala Dosa Rice None Oil Potato masala, spices",IAB8 Food & Drink,0.85,natural
Samosa Potatoes None Ghee Spices,IAB8 Food & Drink,0.85,natural
"Aloo Gobi Potatoes None Oil Cauliflower, spices",IAB8 Food & Drink,0.85,natural
"Chicken Biryani Chicken None Ghee Basmati rice, spices",IAB8 Food & Drink,0.85,natural
"Vada Pav Potato None Oil Pav bun, chutney",IAB8 Food & Drink,0.85,natural
"Pani Puri Semolina Tamarind None Spiced water, chutney",IAB8 Food & Drink,0.85,natural
Rajma Chawal Kidney beans None Ghee Spices,IAB8 Food & Drink,0.85,natural
Chicken Curry Chicken None Oil Curry spices,IAB8 Food & Drink,0.85,natural
"Vegetable Biryani Mixed vegetables None Ghee Basmati rice, spices",IAB8 Food & Drink,0.85,natural
Chana Masala Chickpeas None Oil Masala spices,IAB8 Food & Drink,0.85,natural
"Paniyaram Fermented batter None Oil Mustard seeds, curry leaves",IAB8 Food & Drink,0.85,natural
"Chicken Biryani Chicken None Ghee Basmati rice, spices",IAB8 Food & Drink,0.85,natural
"Pav Bhaji Mixed vegetables None Butter Pav bread, spices",IAB8 Food & Drink,0.85,natural
"Hyderabadi Biryani Basmati rice None Ghee Meat/vegetables, spices",IAB8 Food & Drink,0.85,natural
Chicken Curry Chicken None Oil Curry spices,IAB8 Food & Drink,0.85,natural
"Dosa Rice None Oil Potato masala, chutney",IAB8 Food & Drink,0.85,natural
"Chole Kulche Chickpeas None Ghee Kulcha bread, spices",IAB8 Food & Drink,0.85,natural
Gobi Manchurian Cauliflower None Oil Manchurian sauce,IAB8 Food & Drink,0.85,natural
"Mutton Biryani Mutton None Ghee Basmati rice, spices",IAB8 Food & Drink,0.85,natural
Oatmeal Oats Sugar Milk Cinnamon,IAB8 Food & Drink,0.85,natural
Chicken Satay Chicken None Peanut butter Soy sauce,IAB8 Food & Drink,0.85,natural
Peanut Butter Peanuts Sugar Vegetable oil Salt,IAB8 Food & Drink,0.85,natural
Peanut Butter Peanuts Sugar Vegetable oil Salt,IAB8 Food & Drink,0.85,natural
"Chicken Satay Chicken None Peanut oil Satay sauce, spices",IAB8 Food & Drink,0.85,natural
"Chicken Satay Chicken None Peanut oil Satay sauce, spices",IAB8 Food & Drink,0.85,natural
Pesto Chicken Chicken None Olive oil Pesto sauce,IAB8 Food & Drink,0.85,natural
Zucchini Noodles with Pesto Zucchini None Olive oil Pesto sauce,IAB8 Food & Drink,0.85,natural
Pesto Chicken Chicken None Olive oil Pesto sauce,IAB8 Food & Drink,0.85,natural
"Rice Pudding Rice Sugar Milk Cinnamon, raisins",IAB8 Food & Drink,0.85,natural
"Shrimp Scampi Shrimp None Butter Garlic, lemon",IAB8 Food & Drink,0.85,natural
"Shrimp Scampi Pasta Shrimp None Butter Garlic, lemon",IAB8 Food & Drink,0.85,natural
Garlic Shrimp Shrimp None Olive oil Garlic,IAB8 Food & Drink,0.85,natural
"Lemon Garlic Shrimp Shrimp None Olive oil Lemon juice, garlic",IAB8 Food & Drink,0.85,natural
"Lemon Garlic Shrimp Shrimp None Olive oil Lemon juice, garlic",IAB8 Food & Drink,0.85,natural
"Prawn Biryani Prawns None Ghee Basmati rice, spices",IAB8 Food & Drink,0.85,natural
"Lobster Bisque Lobster None Butter Cream, brandy",IAB8 Food & Drink,0.85,natural
Caesar Shrimp Skewers Shrimp None Olive oil Caesar dressing,IAB8 Food & Drink,0.85,natural
"Shrimp Scampi Shrimp None Butter Garlic, lemon",IAB8 Food & Drink,0.85,natural
"Lobster Bisque Lobster None Butter Cream, brandy",IAB8 Food & Drink,0.85,natural
Caesar Shrimp Skewers Shrimp None Olive oil Caesar dressing,IAB8 Food & Drink,0.85,natural
Prawn Curry Prawns None Coconut milk Curry spices,IAB8 Food & Drink,0.85,natural
"Lobster Roll Lobster None Mayonnaise Celery, lemon juice",IAB8 Food & Drink,0.85,natural
"Lobster Roll Lobster None Mayonnaise Celery, lemon juice",IAB8 Food & Drink,0.85,natural
Bacon-Wrapped Shrimp Shrimp None Bacon Seasonings,IAB8 Food & Drink,0.85,natural
Shrimp Fried Rice Shrimp None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
Soy Milk Soybeans Sugar None Emulsifiers,IAB8 Food & Drink,0.85,natural
Soy Milk Soybeans Sugar None Emulsifiers,IAB8 Food & Drink,0.85,natural
Tofu Stir-Fry Tofu None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
"Miso Soup Miso paste None None Tofu, seaweed",IAB8 Food & Drink,0.85,natural
"Tofu Scramble Tofu None Vegetable oil Turmeric, spices",IAB8 Food & Drink,0.85,natural
"Chicken Teriyaki Chicken None Soy sauce Honey, ginger",IAB8 Food & Drink,0.85,natural
Tofu Stir-Fry Tofu None Vegetable oil Soy sauce,IAB8 Food & Drink,0.85,natural
"Teriyaki Beef Beef None Soy sauce Teriyaki sauce, vegetables",IAB8 Food & Drink,0.85,natural
"Sushi Rolls Sushi rice None Soy sauce Nori (seaweed), fish",IAB8 Food & Drink,0.85,natural
Wheat Bread Wheat flour None None Salt,IAB8 Food & Drink,0.85,natural
Wheat Bread Wheat flour None None Salt,IAB8 Food & Drink,0.85,natural
Zucchini Bread Zucchini Sugar Vegetable oil Flour,IAB8 Food & Drink,0.85,natural
"Chicken Noodle Casserole Chicken None Butter Noodles, vegetables",IAB8 Food & Drink,0.85,natural
Onion Rings Onions None Vegetable oil Flour,IAB8 Food & Drink,0.85,natural
"Chicken Pot Pie Chicken None Butter Vegetables, pastry",IAB8 Food & Drink,0.85,natural
"Grilled Portobello Mushroom Burger Portobello mushrooms None None Burger bun, vegetables",IAB8 Food & Drink,0.85,natural
"Aloo Paratha Potatoes None Ghee Wheat flour, spices",IAB8 Food & Drink,0.85,natural
Oatmeal Raisin Cookies Oats Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Oatmeal Raisin Cookies Oats Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Pancakes Flour Sugar Butter Baking powder,IAB8 Food & Drink,0.85,natural
Carrot Cake Carrots Sugar Vegetable oil Cinnamon,IAB8 Food & Drink,0.85,natural
Blueberry Muffins Blueberries Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Chocolate Chip Cookies Flour Sugar Butter Chocolate chips,IAB8 Food & Drink,0.85,natural
Mushroom Risotto Arborio rice None Butter Mushroom,IAB8 Food & Drink,0.85,natural
Cinnamon Rolls Flour Sugar Butter Cinnamon,IAB8 Food & Drink,0.85,natural
Pineapple Upside-Down Cake Pineapple Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Apple Pie Apples Sugar Butter Cinnamon,IAB8 Food & Drink,0.85,natural
Banana Bread Bananas Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Vanilla Cupcakes Flour Sugar Butter Vanilla extract,IAB8 Food & Drink,0.85,natural
Apple Crisp Apples Sugar Butter Cinnamon,IAB8 Food & Drink,0.85,natural
"Pasta Carbonara Pasta None Bacon Egg, Parmesan cheese",IAB8 Food & Drink,0.85,natural
Blueberry Pancakes Flour Sugar Butter Blueberries,IAB8 Food & Drink,0.85,natural
Lemon Bars Flour Sugar Butter Lemon juice,IAB8 Food & Drink,0.85,natural
"Pumpkin Pie Pumpkin Sugar Butter Cinnamon, nutmeg",IAB8 Food & Drink,0.85,natural
Mixed Berry Pie Mixed berries Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Garlic Bread Bread None Butter Garlic,IAB8 Food & Drink,0.85,natural
Berry Cobbler Mixed berries Sugar Butter Flour,IAB8 Food & Drink,0.85,natural
Baked Ziti Pasta None Cheese Tomato sauce,IAB8 Food & Drink,0.85,natural
Baked Ziti Pasta None Cheese Tomato sauce,IAB8 Food & Drink,0.85,natural
Key Lime Pie Lime juice Sugar Butter Graham cracker crust,IAB8 Food & Drink,0.85,natural
"Lemon Poppy Seed Muffins Flour Sugar Butter Lemon zest, poppy seeds",IAB8 Food & Drink,0.85,natural
Chicken Quesadilla Chicken None Butter Cheese,IAB8 Food & Drink,0.85,natural
Pancake Stack Flour Sugar Butter Maple syrup,IAB8 Food & Drink,0.85,natural
Strawberry Shortcake Strawberries Sugar Whipped cream Shortcake,IAB8 Food & Drink,0.85,natural
"Berry Crumble Mixed berries Sugar Butter Oats, cinnamon",IAB8 Food & Drink,0.85,natural
"Raspberry Cheesecake Cream cheese Sugar Butter Graham cracker crust, raspberries",IAB8 Food & Drink,0.85,natural
Blueberry Pancakes Flour Sugar Butter Blueberries,IAB8 Food & Drink,0.85,natural
"Oatmeal Raisin Cookies Oats Brown sugar Butter Raisins, cinnamon",IAB8 Food & Drink,0.85,natural
"Apple Crisp Apples Sugar Butter Cinnamon, oats",IAB8 Food & Drink,0.85,natural
"Chicken Enchiladas Chicken None Enchilada sauce Cheese, tortillas",IAB8 Food & Drink,0.85,natural
"Caesar Salad Wrap Romaine lettuce None Caesar dressing Parmesan cheese, croutons",IAB8 Food & Drink,0.85,natural
"Caesar Salad Wrap Romaine lettuce None Caesar dressing Parmesan cheese, croutons",IAB8 Food & Drink,0.85,natural
S'mores Graham crackers Marshmallows Chocolate None,IAB8 Food & Drink,0.85,natural
"Tiramisu Ladyfingers Sugar Mascarpone cheese Coffee, cocoa",IAB8 Food & Drink,0.85,natural
"Cinnamon Rolls Dough Sugar Butter Cinnamon, icing",IAB8 Food & Drink,0.85,natural
"Chicken Caesar Salad Chicken None Caesar dressing Romaine lettuce, croutons",IAB8 Food & Drink,0.85,natural
"Vegetable Lasagna Vegetables None Olive oil Tomato sauce, cheese",IAB8 Food & Drink,0.85,natural
Garlic Bread Bread None Butter Garlic,IAB8 Food & Drink,0.85,natural
"Chicken Alfredo Pizza Pizza dough None None Chicken, Alfredo sauce",IAB8 Food & Drink,0.85,natural
"Caesar Pasta Salad Pasta None Caesar dressing Romaine lettuce, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Baked Apple Apples Sugar Butter Cinnamon, oats",IAB8 Food & Drink,0.85,natural
"Apple Pie Apples Sugar Butter Cinnamon, pastry",IAB8 Food & Drink,0.85,natural
"Chicken Parmesan Chicken None Olive oil Tomato sauce, cheese",IAB8 Food & Drink,0.85,natural
"Pumpkin Pie Pumpkin Sugar Butter Pumpkin spice, pastry",IAB8 Food & Drink,0.85,natural
Blueberry Muffins Flour Sugar Butter Blueberries,IAB8 Food & Drink,0.85,natural
"Sausage and Pepper Pizza Pizza dough None None Sausage, bell peppers",IAB8 Food & Drink,0.85,natural
"Beef Wellington Beef None Butter Mushrooms, puff pastry",IAB8 Food & Drink,0.85,natural
"Baked Ziti Pasta None None Tomato sauce, cheese",IAB8 Food & Drink,0.85,natural
"Lemon Poppy Seed Muffins Flour Sugar Butter Lemon zest, poppy seeds",IAB8 Food & Drink,0.85,natural
"Apple Crisp Apples Sugar Butter Cinnamon, oats",IAB8 Food & Drink,0.85,natural
