text,iab_label,confidence,source
house gop bill would roll back obama school lunch rules,"IAB11 Law, Gov’t & Politics",0.35,natural
obama uses march madness pitch health law enrollment,"IAB11 Law, Gov’t & Politics",0.35,natural
californias smartphone kill switch bill passes second senate vote,"IAB11 Law, Gov’t & Politics",0.35,natural
lawmakers vow hearings phoenix va health care issues,"IAB11 Law, Gov’t & Politics",0.35,natural
fed gives banks 2 years ensure holdings risky securities fit volcker,"IAB11 Law, Gov’t & Politics",0.35,natural
tax changes nc house bill given initial ok,"IAB11 Law, Gov’t & Politics",0.35,natural
trust gut obamacare,"IAB11 Law, Gov’t & Politics",0.35,natural
congress investigating gm recall,"IAB11 Law, Gov’t & Politics",0.35,natural
divided federal appeals judges debate obamacare,"IAB11 Law, Gov’t & Politics",0.35,natural
new york attorney general probe highfrequency trading,"IAB11 Law, Gov’t & Politics",0.35,natural
fda takes steps regulate ecigarettes,"IAB11 Law, Gov’t & Politics",0.35,natural
governor alejandro garc apadilla presents bill debt enforcement,"IAB11 Law, Gov’t & Politics",0.35,natural
lawmakers worry medicare fraud crackdown gone astray,"IAB11 Law, Gov’t & Politics",0.35,natural
regulator extends net neutrality deadline,"IAB11 Law, Gov’t & Politics",0.35,natural
state smartphone kill switch bill advances,"IAB11 Law, Gov’t & Politics",0.35,natural
obama approves sonic cannon usage preparation offshore oil drilling,"IAB11 Law, Gov’t & Politics",0.35,natural
democrats make net neutrality push fcc oversee internet utility,"IAB11 Law, Gov’t & Politics",0.35,natural
repeal ban barehand contact food passes state senate 320,"IAB11 Law, Gov’t & Politics",0.35,natural
kids could buy ecigarettes bills passed mo lawmakers,"IAB11 Law, Gov’t & Politics",0.35,natural
republican shows leadership proposes carbon tax,"IAB11 Law, Gov’t & Politics",0.35,natural
